car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Alto,Maruti,Alto,11.0,43000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,170000.0
Maruti Alto,Maruti,Alto,17.0,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,77000.0
Maruti Alto,Maruti,Alto,15.0,30000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,135000.0
Maruti Alto,Maruti,Alto,13.0,97000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,95000.0
Maruti Alto,Maruti,Alto,11.0,83000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,190000.0
Maruti Alto,Maruti,Alto,12.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,125000.0
Maruti Alto,Maruti,Alto,11.0,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,140000.0
Maruti Alto,Maruti,Alto,10.0,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,185000.0
Maruti Alto,Maruti,Alto,15.0,15000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,120000.0
Maruti Alto,Maruti,Alto,15.0,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,60000.0
Maruti Alto,Maruti,Alto,12.0,22000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,140000.0
Maruti Alto,Maruti,Alto,13.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,10.0,20000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,170000.0
Maruti Alto,Maruti,Alto,9.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,200000.0
Maruti Alto,Maruti,Alto,11.0,35000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,115000.0
Maruti Alto,Maruti,Alto,15.0,120000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,12.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,165000.0
Maruti Alto,Maruti,Alto,11.0,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,164000.0
Maruti Alto,Maruti,Alto,9.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,185000.0
Maruti Alto,Maruti,Alto,16.0,90000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,90000.0
Maruti Alto,Maruti,Alto,14.0,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,145000.0
Maruti Alto,Maruti,Alto,12.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,106000.0
Maruti Alto,Maruti,Alto,15.0,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,62000.0
Maruti Alto,Maruti,Alto,11.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,135000.0
Maruti Alto,Maruti,Alto,11.0,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,250000.0
Maruti Alto,Maruti,Alto,16.0,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,70000.0
Maruti Alto,Maruti,Alto,12.0,63000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,110000.0
Maruti Alto,Maruti,Alto,15.0,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,148000.0
Maruti Alto,Maruti,Alto,17.0,80000.0,Individual,Petrol,Automatic,19.7,796.0,46.3,5.0,80000.0
Maruti Alto,Maruti,Alto,10.0,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,140000.0
Maruti Alto,Maruti,Alto,11.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,14.0,55000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,10.0,170000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,300000.0
Maruti Alto,Maruti,Alto,11.0,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,170000.0
Maruti Alto,Maruti,Alto,14.0,30000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,120000.0
Maruti Alto,Maruti,Alto,9.0,75000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,222000.0
Maruti Alto,Maruti,Alto,17.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,100000.0
Maruti Alto,Maruti,Alto,13.0,40000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,140000.0
Maruti Alto,Maruti,Alto,13.0,20000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,19.0,82000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,100000.0
Maruti Alto,Maruti,Alto,15.0,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,115000.0
Maruti Alto,Maruti,Alto,12.0,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,250000.0
Maruti Alto,Maruti,Alto,9.0,21000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,140000.0
Maruti Alto,Maruti,Alto,10.0,16300.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,168000.0
Maruti Alto,Maruti,Alto,13.0,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,85000.0
Maruti Alto,Maruti,Alto,11.0,29000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,14.0,46000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,110000.0
Maruti Alto,Maruti,Alto,11.0,87743.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,10.0,30000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,13.0,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,12.0,46500.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,130000.0
Maruti Alto,Maruti,Alto,9.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,200000.0
Maruti Alto,Maruti,Alto,15.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,70000.0
Maruti Alto,Maruti,Alto,9.0,75000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,165000.0
Maruti Alto,Maruti,Alto,13.0,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,80000.0
Maruti Alto,Maruti,Alto,12.0,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,175000.0
Maruti Alto,Maruti,Alto,12.0,30000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,11.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,200000.0
Maruti Alto,Maruti,Alto,9.0,40000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,170000.0
Maruti Alto,Maruti,Alto,11.0,20000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,9.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,170000.0
Maruti Alto,Maruti,Alto,12.0,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,110000.0
Maruti Alto,Maruti,Alto,10.0,25000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,160000.0
Maruti Alto,Maruti,Alto,11.0,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,160000.0
Maruti Alto,Maruti,Alto,13.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,97000.0
Maruti Alto,Maruti,Alto,12.0,68000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,130000.0
Maruti Alto,Maruti,Alto,13.0,35000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,140000.0
Maruti Alto,Maruti,Alto,10.0,15000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,156000.0
Maruti Alto,Maruti,Alto,13.0,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,104000.0
Maruti Alto,Maruti,Alto,14.0,120000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,90000.0
Maruti Alto,Maruti,Alto,15.0,124000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,85000.0
Maruti Alto,Maruti,Alto,12.0,35000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,100000.0
Maruti Alto,Maruti,Alto,15.0,20000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,85000.0
Maruti Alto,Maruti,Alto,11.0,40000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,170000.0
Maruti Alto,Maruti,Alto,14.0,25000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,100000.0
Maruti Alto,Maruti,Alto,11.0,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,135000.0
Maruti Alto,Maruti,Alto,12.0,63000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,140000.0
Maruti Alto,Maruti,Alto,14.0,90000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,80000.0
Maruti Alto,Maruti,Alto,9.0,57000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,180000.0
Maruti Alto,Maruti,Alto,11.0,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,110000.0
Maruti Alto,Maruti,Alto,18.0,90000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,75000.0
Maruti Alto,Maruti,Alto,13.0,40000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,180000.0
Maruti Alto,Maruti,Alto,16.0,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,100000.0
Maruti Alto,Maruti,Alto,12.0,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,125000.0
Maruti Alto,Maruti,Alto,10.0,7000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0
Maruti Alto,Maruti,Alto,13.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,91000.0
Maruti Alto,Maruti,Alto,13.0,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,120000.0
Maruti Alto,Maruti,Alto,13.0,30000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,200000.0
Maruti Alto,Maruti,Alto,12.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,130000.0
Maruti Alto,Maruti,Alto,17.0,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,45000.0
Maruti Alto,Maruti,Alto,13.0,40000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,100000.0
Maruti Alto,Maruti,Alto,12.0,90000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,115000.0
Maruti Alto,Maruti,Alto,13.0,50000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,110000.0
Maruti Alto,Maruti,Alto,15.0,72145.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,65000.0
Maruti Alto,Maruti,Alto,11.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,135000.0
Maruti Alto,Maruti,Alto,15.0,70000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,100000.0
Maruti Alto,Maruti,Alto,11.0,100000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,180000.0
Maruti Alto,Maruti,Alto,15.0,100785.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,65000.0
Maruti Alto,Maruti,Alto,15.0,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,100000.0
Maruti Alto,Maruti,Alto,10.0,19600.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,190000.0
Maruti Alto,Maruti,Alto,15.0,110000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,125000.0
Maruti Alto,Maruti,Alto,12.0,80000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,215000.0
Maruti Alto,Maruti,Alto,14.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,80000.0
Maruti Alto,Maruti,Alto,12.0,90000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,110000.0
Maruti Alto,Maruti,Alto,1.0,10326.0,Trustmark Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,350000.0
Maruti Alto,Maruti,Alto,9.0,67000.0,Dealer,Petrol,Manual,18.9,796.0,47.0,5.0,245000.0
Maruti Alto,Maruti,Alto,19.0,120000.0,Individual,Petrol,Manual,18.9,1061.0,47.0,5.0,50000.0
Maruti Alto,Maruti,Alto,13.0,30000.0,Individual,Petrol,Manual,18.9,1061.0,47.0,5.0,180000.0
Maruti Celerio,Maruti,Celerio,5.0,61173.0,Dealer,Diesel,Manual,27.62,793.0,47.0,5.0,375000.0
Maruti Celerio,Maruti,Celerio,6.0,35330.0,Dealer,Diesel,Manual,27.62,793.0,47.0,5.0,489000.0
Maruti Celerio,Maruti,Celerio,6.0,48000.0,Dealer,Diesel,Manual,27.62,793.0,47.0,5.0,475000.0
Maruti Celerio,Maruti,Celerio,5.0,87187.0,Dealer,Diesel,Manual,27.62,793.0,47.0,5.0,399000.0
Maruti Celerio,Maruti,Celerio,6.0,64000.0,Dealer,Diesel,Manual,27.62,793.0,47.0,5.0,350000.0
Maruti Celerio,Maruti,Celerio,5.0,71000.0,Dealer,Diesel,Manual,27.62,793.0,47.0,5.0,499000.0
Maruti Celerio,Maruti,Celerio,5.0,39500.0,Dealer,Diesel,Manual,27.62,793.0,47.0,5.0,430000.0
Maruti Celerio,Maruti,Celerio,4.0,30000.0,Individual,Diesel,Manual,27.62,793.0,47.0,5.0,350000.0
Maruti Celerio,Maruti,Celerio,6.0,50000.0,Individual,Diesel,Manual,27.62,793.0,47.0,5.0,290000.0
Maruti Alto,Maruti,Alto,8.0,26200.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,235000.0
Maruti Alto,Maruti,Alto,5.0,45000.0,Dealer,CNG,Manual,30.46,796.0,47.3,5.0,350000.0
Maruti Alto,Maruti,Alto,5.0,71000.0,Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,299000.0
